epoch,final_output1_dice_coef,final_output1_iou,final_output1_loss,final_output1_sensitivity,final_output1_specificity,final_output2_dice_coef,final_output2_iou,final_output2_loss,final_output2_sensitivity,final_output2_specificity,learning_rate,loss,val_final_output1_dice_coef,val_final_output1_iou,val_final_output1_loss,val_final_output1_sensitivity,val_final_output1_specificity,val_final_output2_dice_coef,val_final_output2_iou,val_final_output2_loss,val_final_output2_sensitivity,val_final_output2_specificity,val_loss
10,0.06515150517225266,0.03530378267168999,1.6536039113998413,0.05782335251569748,0.9901371002197266,0.0003958764427807182,0.00019809804507531226,1.7094223499298096,0.0001996045175474137,0.9998384714126587,9.999999747378752e-05,3.3630261421203613,0.04792739823460579,0.025271516293287277,1.6579945087432861,0.029294276610016823,0.9961950182914734,5.45566035725642e-05,2.7280499125481583e-05,1.6815694570541382,2.7313368264003657e-05,0.9999738931655884,3.339564085006714
11,0.07400326430797577,0.04029843583703041,1.6431465148925781,0.06508816033601761,0.989734947681427,0.0002999850257765502,0.00015007381443865597,1.7033131122589111,0.00015062863531056792,0.999923825263977,9.999999747378752e-05,3.346459150314331,0.06645963340997696,0.035632938146591187,1.6437278985977173,0.043339598923921585,0.994372546672821,4.1498104110360146e-05,2.0750616386067122e-05,1.678148865699768,2.077603858197108e-05,0.9999803304672241,3.3218770027160645
12,0.08354422450065613,0.045730359852313995,1.6326802968978882,0.07270007580518723,0.9894540905952454,0.0003021017473656684,0.00015113108383957297,1.6975688934326172,0.00015153142157942057,0.9999480247497559,9.999999747378752e-05,3.330249786376953,0.08497248589992523,0.0462445430457592,1.6300674676895142,0.05849764496088028,0.9928750991821289,5.891376713407226e-05,2.9459824872901663e-05,1.6763381958007812,2.9488979635061696e-05,0.9999826550483704,3.3064053058624268
13,0.09417158365249634,0.05174742266535759,1.6206823587417603,0.07758154720067978,0.9900715947151184,0.00037522800266742706,0.0001877283357316628,1.6910203695297241,0.0001881877105915919,0.9999499320983887,9.999999747378752e-05,3.3117027282714844,0.08555875718593597,0.04660159721970558,1.6261966228485107,0.05468825623393059,0.9951332807540894,0.00012104673078283668,6.0532951465575024e-05,1.6737658977508545,6.058703729650006e-05,0.9999787211418152,3.2999625205993652
14,0.12111147493124008,0.06730719655752182,1.597956895828247,0.10365426540374756,0.9880024790763855,0.000592568248976022,0.0002965587773360312,1.6841776371002197,0.00029740374884568155,0.9999396204948425,9.999999747378752e-05,3.282135009765625,0.0846085175871849,0.04619387909770012,1.6237865686416626,0.05185812711715698,0.9966530799865723,0.0005039955140091479,0.000252149737207219,1.6710779666900635,0.0002524589654058218,0.9999580383300781,3.2948646545410156
15,0.14360615611076355,0.0803220197558403,1.5777842998504639,0.12113440036773682,0.987380862236023,0.0013232927303761244,0.0006629963172599673,1.6775615215301514,0.0006658131023868918,0.9999051094055176,9.999999747378752e-05,3.2553462982177734,0.09083285182714462,0.04995736852288246,1.6185271739959717,0.05506622791290283,0.9972686767578125,0.001542701036669314,0.00077302276622504,1.6673839092254639,0.000774975516833365,0.9999164342880249,3.2859110832214355
16,0.16735196113586426,0.09438473731279373,1.5562033653259277,0.1440555602312088,0.9855761528015137,0.003478392492979765,0.0017475394997745752,1.670410394668579,0.0017625674372538924,0.999803900718689,9.999999747378752e-05,3.2266128063201904,0.10589124262332916,0.05871797353029251,1.6053060293197632,0.0649389773607254,0.997113823890686,0.005005274899303913,0.0025195027701556683,1.6641862392425537,0.0025405401829630136,0.9997642636299133,3.2694923877716064
17,0.19104446470737457,0.10887476056814194,1.5334149599075317,0.16443613171577454,0.9843806028366089,0.008728766813874245,0.004412265960127115,1.6618913412094116,0.004498457536101341,0.9995368719100952,9.999999747378752e-05,3.1953067779541016,0.11739762127399445,0.0654163584113121,1.5960347652435303,0.07244259119033813,0.9968404769897461,0.012798125855624676,0.006502529140561819,1.657863974571228,0.006645129527896643,0.9993914365768433,3.2538986206054688
18,0.2144647091627121,0.12359700351953506,1.5096043348312378,0.18482574820518494,0.9831960797309875,0.019886668771505356,0.010167697444558144,1.6502643823623657,0.010587013326585293,0.9989495277404785,9.999999747378752e-05,3.1598691940307617,0.12981757521629333,0.07257287204265594,1.5850911140441895,0.08047936111688614,0.9964967966079712,0.02814481593668461,0.014542298391461372,1.6472375392913818,0.01530558429658413,0.9985488057136536,3.2323288917541504
19,0.23814968764781952,0.13880328834056854,1.4850624799728394,0.2090570628643036,0.981270968914032,0.04214074835181236,0.021968625485897064,1.632907509803772,0.02392794005572796,0.9975976943969727,9.999999747378752e-05,3.1179702281951904,0.15236088633537292,0.0860198363661766,1.564274549484253,0.09765671193599701,0.9953252673149109,0.057235755026340485,0.030298229306936264,1.6271791458129883,0.03473503887653351,0.9959770441055298,3.191453456878662
20,0.2592412829399109,0.15254737436771393,1.4622776508331299,0.2333703488111496,0.9790260195732117,0.07202998548746109,0.03835243359208107,1.610839605331421,0.04442428797483444,0.9952996969223022,9.999999747378752e-05,3.0731167793273926,0.17383578419685364,0.09917662292718887,1.5439423322677612,0.11417249590158463,0.9945628046989441,0.09543955326080322,0.051820266991853714,1.6011829376220703,0.0663474053144455,0.9915205836296082,3.1451258659362793
21,0.2791546583175659,0.16581597924232483,1.4399516582489014,0.2553059756755829,0.9776872396469116,0.10753234475851059,0.05857726186513901,1.5851644277572632,0.07289156317710876,0.9919242858886719,9.999999747378752e-05,3.025115728378296,0.20268359780311584,0.11729806661605835,1.5150468349456787,0.13966825604438782,0.992649257183075,0.1271929293870926,0.07036092877388,1.5807253122329712,0.09990666061639786,0.9866423606872559,3.0957720279693604
22,0.29485592246055603,0.1766800433397293,1.4210996627807617,0.2730714976787567,0.9769275784492493,0.1445796638727188,0.0804654136300087,1.5580358505249023,0.10761500895023346,0.987594723701477,9.999999747378752e-05,2.979135274887085,0.23339219391345978,0.137261301279068,1.4831488132476807,0.17114011943340302,0.9899460077285767,0.1591096967458725,0.08923309296369553,1.5588369369506836,0.13748738169670105,0.9811190366744995,3.0419857501983643
23,0.3092474341392517,0.18681658804416656,1.4029839038848877,0.291477769613266,0.9758602976799011,0.17537683248519897,0.09905539453029633,1.5340293645858765,0.139733225107193,0.9834942817687988,9.999999747378752e-05,2.937013864517212,0.2583296597003937,0.1538020521402359,1.4558552503585815,0.2020384818315506,0.9866740107536316,0.1676890105009079,0.09448041766881943,1.5521553754806519,0.14305837452411652,0.9819245338439941,3.0080106258392334
24,0.3242312967777252,0.19757774472236633,1.3832319974899292,0.3096049427986145,0.9753285646438599,0.200211763381958,0.11441236734390259,1.5127952098846436,0.1652863770723343,0.9808142781257629,9.999999747378752e-05,2.896027088165283,0.2817039489746094,0.1696731448173523,1.4301105737686157,0.2320566475391388,0.9837741851806641,0.18009667098522186,0.10203085839748383,1.5413885116577148,0.15049958229064941,0.9826269149780273,2.971499443054199
25,0.33707061409950256,0.20697776973247528,1.3654992580413818,0.3214789628982544,0.9756546020507812,0.22279568016529083,0.1287604421377182,1.4918804168701172,0.18823158740997314,0.9790854454040527,9.999999747378752e-05,2.85737943649292,0.3049836754798889,0.18582603335380554,1.4041588306427002,0.2696231007575989,0.979460597038269,0.1921166330575943,0.1094304770231247,1.5309193134307861,0.15831400454044342,0.9830719828605652,2.9350781440734863
26,0.34713879227638245,0.21456320583820343,1.3507030010223389,0.3353477120399475,0.9749634861946106,0.24333851039409637,0.14211216568946838,1.4717909097671509,0.20863625407218933,0.9779488444328308,9.999999747378752e-05,2.822493553161621,0.32602792978286743,0.20092494785785675,1.3792593479156494,0.3014415502548218,0.9768556356430054,0.1947372853755951,0.11122037470340729,1.5264475345611572,0.15382759273052216,0.9852356910705566,2.9057068824768066
27,0.3572103679180145,0.22215750813484192,1.3355724811553955,0.3481111228466034,0.9746955633163452,0.2630549371242523,0.1553259789943695,1.4505592584609985,0.226885586977005,0.9775617718696594,9.999999747378752e-05,2.7861318588256836,0.34396952390670776,0.21421881020069122,1.3578379154205322,0.32600337266921997,0.9755810499191284,0.2108917534351349,0.12132327258586884,1.5084608793258667,0.16376057267189026,0.985397458076477,2.8662989139556885
28,0.3663615584373474,0.22932174801826477,1.32112717628479,0.3549318015575409,0.9753340482711792,0.28063398599624634,0.16766980290412903,1.4300909042358398,0.24916093051433563,0.975993275642395,9.999999747378752e-05,2.751218318939209,0.360007643699646,0.22646701335906982,1.338370442390442,0.3510368764400482,0.9739000201225281,0.23375430703163147,0.1359042227268219,1.484986662864685,0.18442854285240173,0.9838331341743469,2.823357105255127
29,0.37393778562545776,0.23509439826011658,1.310458779335022,0.3680938482284546,0.9744016528129578,0.297972172498703,0.17974168062210083,1.4101097583770752,0.26449310779571533,0.9761627316474915,9.999999747378752e-05,2.7205684185028076,0.37037795782089233,0.2346765547990799,1.3224176168441772,0.35300225019454956,0.9760743975639343,0.2550354301929474,0.15013501048088074,1.459773302078247,0.20457947254180908,0.9825116395950317,2.782191276550293
30,0.37905415892601013,0.23923146724700928,1.3007365465164185,0.36960259079933167,0.9755295515060425,0.31451278924942017,0.19184140861034393,1.3895951509475708,0.28791794180870056,0.9746028780937195,9.999999747378752e-05,2.690330982208252,0.3811280131340027,0.2429276406764984,1.3107777833938599,0.3913724720478058,0.9708670377731323,0.26020610332489014,0.15410368144512177,1.4566595554351807,0.20376089215278625,0.9842014312744141,2.767437219619751
31,0.3869388997554779,0.24530696868896484,1.289009928703308,0.3801455497741699,0.9750522375106812,0.329403817653656,0.20259737968444824,1.3717889785766602,0.3018589913845062,0.9748185873031616,9.999999747378752e-05,2.6607985496520996,0.388410747051239,0.24888014793395996,1.2947633266448975,0.3763035833835602,0.9757169485092163,0.2871188521385193,0.17227907478809357,1.4235190153121948,0.23736731708049774,0.9804198145866394,2.718282699584961
32,0.3943450152873993,0.25108784437179565,1.2757827043533325,0.38671422004699707,0.9753981828689575,0.3446892201900482,0.21384191513061523,1.351994276046753,0.32272160053253174,0.9734895825386047,9.999999747378752e-05,2.627776861190796,0.39654412865638733,0.25555336475372314,1.2828810214996338,0.3880094885826111,0.9754287004470825,0.2956748306751251,0.178512841463089,1.4145851135253906,0.2473275363445282,0.9798425436019897,2.6974658966064453
33,0.4000716805458069,0.25561827421188354,1.2669014930725098,0.3943185806274414,0.9753098487854004,0.3591589331626892,0.2246638834476471,1.3327443599700928,0.33723434805870056,0.9736967086791992,9.999999747378752e-05,2.5996463298797607,0.4028155207633972,0.26090842485427856,1.2721450328826904,0.38665735721588135,0.9771096110343933,0.31681281328201294,0.1932225376367569,1.3876969814300537,0.2776341438293457,0.9765523672103882,2.6598422527313232
34,0.40490761399269104,0.25966233015060425,1.257637619972229,0.3961685001850128,0.9759615063667297,0.37132513523101807,0.23391088843345642,1.315453290939331,0.3526965379714966,0.9729931950569153,9.999999747378752e-05,2.5730905532836914,0.40622901916503906,0.26353317499160767,1.2662150859832764,0.4052494168281555,0.9745133519172668,0.3109467625617981,0.19000720977783203,1.3996108770370483,0.25797420740127563,0.9809349179267883,2.6658263206481934
35,0.4105817675590515,0.26416465640068054,1.248250961303711,0.4026094377040863,0.9761102795600891,0.3810797333717346,0.24147287011146545,1.3010737895965576,0.36690884828567505,0.9724692106246948,9.999999747378752e-05,2.549325466156006,0.40968403220176697,0.26679903268814087,1.2580527067184448,0.3848164677619934,0.9790104627609253,0.33731138706207275,0.20829041302204132,1.3637851476669312,0.3116469979286194,0.9732027053833008,2.621838331222534
36,0.4153990149497986,0.2681848108768463,1.2390872240066528,0.4035683572292328,0.9769915342330933,0.3916766047477722,0.24980314075946808,1.2845375537872314,0.3807528614997864,0.9719692468643188,9.999999747378752e-05,2.5236246585845947,0.4133903384208679,0.26960140466690063,1.2523698806762695,0.4174765944480896,0.9741744995117188,0.330633282661438,0.20492121577262878,1.3769159317016602,0.28160446882247925,0.979996383190155,2.6292858123779297
37,0.4189804196357727,0.2713036835193634,1.2319586277008057,0.40505141019821167,0.977851390838623,0.4003811478614807,0.2568097710609436,1.2702821493148804,0.39329904317855835,0.9717485308647156,9.999999747378752e-05,2.5022406578063965,0.416607528924942,0.272277295589447,1.2466208934783936,0.4281667172908783,0.9730286598205566,0.3353322446346283,0.2085382044315338,1.3694849014282227,0.28776466846466064,0.9799659848213196,2.6161062717437744
38,0.42327481508255005,0.27480700612068176,1.2239964008331299,0.4079298973083496,0.9781407117843628,0.40840092301368713,0.26331618428230286,1.256518006324768,0.4048374593257904,0.9712994694709778,9.999999747378752e-05,2.480513095855713,0.4207536578178406,0.27599602937698364,1.2383055686950684,0.42342957854270935,0.9749196767807007,0.3435257375240326,0.2147153913974762,1.3575533628463745,0.30527207255363464,0.9779535531997681,2.5958590507507324
39,0.4269815981388092,0.2778857350349426,1.217158555984497,0.4093312621116638,0.978680431842804,0.415069043636322,0.26879584789276123,1.2453619241714478,0.4119378924369812,0.9715916514396667,9.999999747378752e-05,2.462520122528076,0.42395105957984924,0.27902284264564514,1.2319738864898682,0.4146907329559326,0.9772659540176392,0.3558182716369629,0.2235192358493805,1.3375952243804932,0.3350476622581482,0.9738095998764038,2.5695691108703613
40,0.4289312958717346,0.2796168923377991,1.2136213779449463,0.4118978977203369,0.9788039326667786,0.4198707640171051,0.2727353870868683,1.2372705936431885,0.4182532727718353,0.9714288711547852,9.999999747378752e-05,2.4508919715881348,0.473583847284317,0.3296215832233429,1.181409478187561,0.3945028483867645,0.9810934066772461,0.3778911530971527,0.23849277198314667,1.308051347732544,0.41181620955467224,0.959945797920227,2.4894604682922363
41,0.42874273657798767,0.27969104051589966,1.2131109237670898,0.4136519432067871,0.9787341356277466,0.4232102036476135,0.2755053639411926,1.2316868305206299,0.417288601398468,0.972363293170929,9.999999747378752e-05,2.4447970390319824,0.42542824149131775,0.2801671624183655,1.2289412021636963,0.4397667944431305,0.9735652804374695,0.36329442262649536,0.2299685776233673,1.3278292417526245,0.33829164505004883,0.9752994775772095,2.5567705631256104
42,0.44256600737571716,0.29356667399406433,1.1981956958770752,0.4160158038139343,0.9788517951965332,0.4271503984928131,0.2788766026496887,1.2246310710906982,0.4263719618320465,0.9717500805854797,9.999999747378752e-05,2.4228262901306152,0.4275642931461334,0.28218430280685425,1.2247679233551025,0.4273298680782318,0.9760799407958984,0.3774929344654083,0.24093219637870789,1.3052794933319092,0.3784272372722626,0.969825267791748,2.5300471782684326
43,0.4437733590602875,0.29464855790138245,1.1953060626983643,0.41551437973976135,0.9791868329048157,0.42959585785865784,0.2811269164085388,1.219144582748413,0.42807286977767944,0.9720135927200317,9.999999747378752e-05,2.4144508838653564,0.4278012812137604,0.2822275757789612,1.2248581647872925,0.43975764513015747,0.9739349484443665,0.37689974904060364,0.2408168762922287,1.307741641998291,0.3789982497692108,0.9695290327072144,2.532599925994873
44,0.44573917984962463,0.29628604650497437,1.1915174722671509,0.41677236557006836,0.9794882535934448,0.4294869899749756,0.28122803568840027,1.2182013988494873,0.43076491355895996,0.9715183973312378,9.999999747378752e-05,2.4097189903259277,0.42342409491539,0.2781444787979126,1.2333629131317139,0.48996099829673767,0.9633184671401978,0.33026182651519775,0.2064480483531952,1.3874967098236084,0.26761001348495483,0.9854958653450012,2.6208598613739014
45,0.44936734437942505,0.29940828680992126,1.1859514713287354,0.4166717529296875,0.9802019000053406,0.43132972717285156,0.28292521834373474,1.21482253074646,0.43913906812667847,0.9704241752624512,9.999999747378752e-05,2.4007744789123535,0.4261283278465271,0.2806163430213928,1.2262940406799316,0.49119701981544495,0.9644376039505005,0.3348744809627533,0.2104281485080719,1.3785640001296997,0.26103705167770386,0.9882045984268188,2.6048576831817627
46,0.4424682557582855,0.2914218008518219,1.187879204750061,0.41921719908714294,0.9805323481559753,0.4389250874519348,0.2890726923942566,1.201708197593689,0.439927875995636,0.9723019599914551,9.999999747378752e-05,2.3895866870880127,0.4220653474330902,0.27730509638786316,1.2335102558135986,0.4952453672885895,0.9618164300918579,0.3063777983188629,0.1906067281961441,1.4342029094696045,0.225041463971138,0.9914697408676147,2.6677134037017822
47,0.4561724066734314,0.30505773425102234,1.1726022958755493,0.42089906334877014,0.9805012941360474,0.4417239725589752,0.2914770543575287,1.1965055465698242,0.4422984719276428,0.9726005792617798,9.999999747378752e-05,2.369107723236084,0.4249058663845062,0.2798230051994324,1.227453589439392,0.4923556447029114,0.9632707834243774,0.311819463968277,0.19433391094207764,1.424485445022583,0.23001976311206818,0.9912845492362976,2.6519393920898438
48,0.4438435137271881,0.2927745580673218,1.1844017505645752,0.42203420400619507,0.9804781675338745,0.44409552216529846,0.2935229539871216,1.1922862529754639,0.44399887323379517,0.9728628396987915,9.999999747378752e-05,2.376688003540039,0.42621880769729614,0.28101208806037903,1.2245769500732422,0.4908035397529602,0.9638299942016602,0.3167523145675659,0.19763807952404022,1.4169142246246338,0.23474714159965515,0.9910954236984253,2.641491413116455
49,0.44381898641586304,0.29308032989501953,1.183525800704956,0.42207804322242737,0.9807923436164856,0.44625324010849,0.29547542333602905,1.188220739364624,0.44534164667129517,0.9730404019355774,9.999999747378752e-05,2.3717472553253174,0.42837828397750854,0.2829310894012451,1.2205421924591064,0.4885019361972809,0.9649080038070679,0.3268253207206726,0.20472626388072968,1.3986386060714722,0.2470286339521408,0.9901954531669617,2.619180917739868
50,0.444894015789032,0.29413267970085144,1.180617332458496,0.4206832945346832,0.981417179107666,0.4498627185821533,0.298672616481781,1.1815639734268188,0.4488145709037781,0.9732480049133301,9.999999747378752e-05,2.3621811866760254,0.4247158467769623,0.2796682119369507,1.2282829284667969,0.4978402256965637,0.9616150856018066,0.3118780851364136,0.1939658671617508,1.429510235786438,0.2275506556034088,0.9919252395629883,2.657792806625366
51,0.4465610384941101,0.2955116629600525,1.1784861087799072,0.4223192632198334,0.9810150265693665,0.4495871663093567,0.2985486388206482,1.1818599700927734,0.451363742351532,0.9726535677909851,4.999999873689376e-05,2.3603463172912598,0.43491464853286743,0.28855961561203003,1.2080001831054688,0.48471012711524963,0.9676801562309265,0.3590677082538605,0.231460303068161,1.3403406143188477,0.2815822660923004,0.989045262336731,2.5483407974243164
52,0.4491252899169922,0.2975166440010071,1.1744438409805298,0.42524415254592896,0.9811199307441711,0.45248323678970337,0.3009914755821228,1.1769239902496338,0.4501199722290039,0.9732487797737122,4.999999873689376e-05,2.351367950439453,0.4357724189758301,0.28925925493240356,1.2064037322998047,0.4854111075401306,0.967827320098877,0.36442166566848755,0.23557797074317932,1.3307898044586182,0.288845419883728,0.9885214567184448,2.5371932983398438
53,0.46388906240463257,0.31188446283340454,1.157120943069458,0.4245661795139313,0.9817083477973938,0.4554192125797272,0.3034805655479431,1.171522855758667,0.4521573483943939,0.9735794067382812,4.999999873689376e-05,2.328644275665283,0.435968816280365,0.28936415910720825,1.206112265586853,0.4868365228176117,0.9676917791366577,0.3700006604194641,0.240153506398201,1.3218472003936768,0.2966131567955017,0.9880372881889343,2.5279595851898193
54,0.46587133407592773,0.31359240412712097,1.1532740592956543,0.4252641797065735,0.9819547533988953,0.4575777053833008,0.30534762144088745,1.1675482988357544,0.45375674962997437,0.9737340211868286,4.999999873689376e-05,2.320822238922119,0.4383845329284668,0.291598379611969,1.2013423442840576,0.4820941388607025,0.9692462682723999,0.37766164541244507,0.24658901989459991,1.3068058490753174,0.3089323937892914,0.9870551824569702,2.508148670196533
55,0.4673805236816406,0.31489482522010803,1.1503363847732544,0.42603692412376404,0.9821394681930542,0.4596400856971741,0.3071940243244171,1.1636760234832764,0.4551578462123871,0.9739269018173218,4.999999873689376e-05,2.314012050628662,0.44011616706848145,0.2932080626487732,1.1980947256088257,0.47970470786094666,0.9701140522956848,0.38023072481155396,0.24877484142780304,1.3010977506637573,0.3124774396419525,0.9868679046630859,2.499192714691162
56,0.4688006043434143,0.31613415479660034,1.1476867198944092,0.42667141556739807,0.982308030128479,0.46121764183044434,0.308602511882782,1.1607072353363037,0.45661458373069763,0.9740121960639954,4.999999873689376e-05,2.308393955230713,0.44203105568885803,0.29500019550323486,1.194460153579712,0.47593408823013306,0.9712770581245422,0.38330957293510437,0.2513841986656189,1.2941172122955322,0.31725946068763733,0.9865480661392212,2.488577127456665
57,0.4698359966278076,0.31705933809280396,1.1455413103103638,0.4265402853488922,0.9825681447982788,0.462706983089447,0.3099725544452667,1.1576623916625977,0.45785942673683167,0.9741197824478149,4.999999873689376e-05,2.30320405960083,0.4432680010795593,0.2961384654045105,1.1923578977584839,0.4770691990852356,0.9714020490646362,0.38307422399520874,0.25123804807662964,1.2946714162826538,0.3159639239311218,0.9867862462997437,2.4870290756225586
58,0.4709862172603607,0.3181067109107971,1.143170714378357,0.42655616998672485,0.9827892184257507,0.46388715505599976,0.31103280186653137,1.1553685665130615,0.45891785621643066,0.9742028117179871,4.999999873689376e-05,2.298539161682129,0.44456347823143005,0.29738450050354004,1.189656376838684,0.4739163815975189,0.9722400903701782,0.3849654793739319,0.2528378367424011,1.2901402711868286,0.318836510181427,0.9866088628768921,2.4797966480255127
59,0.47214236855506897,0.3191501498222351,1.1408920288085938,0.4268774092197418,0.9829449653625488,0.46502161026000977,0.31207314133644104,1.153072476387024,0.45962896943092346,0.974328339099884,4.999999873689376e-05,2.293964385986328,0.445789635181427,0.2985649108886719,1.1872217655181885,0.47209596633911133,0.9728224873542786,0.3861047923564911,0.25374314188957214,1.2872340679168701,0.320395827293396,0.9865155220031738,2.4744558334350586
60,0.4731312394142151,0.32005324959754944,1.138872504234314,0.4269140362739563,0.9831321835517883,0.46623238921165466,0.31317365169525146,1.1506948471069336,0.4604148864746094,0.9744381904602051,4.999999873689376e-05,2.2895684242248535,0.4469953179359436,0.2997138202190399,1.184939980506897,0.47121429443359375,0.973216712474823,0.38685083389282227,0.2543766498565674,1.2859781980514526,0.3213610053062439,0.9864797592163086,2.4709181785583496
61,0.4740908145904541,0.32092204689979553,1.1368809938430786,0.4270685613155365,0.9832781553268433,0.4673214852809906,0.31417518854141235,1.1484136581420898,0.4611448347568512,0.9745494723320007,4.999999873689376e-05,2.2852940559387207,0.4480271339416504,0.300664484500885,1.183182954788208,0.47225460410118103,0.9732826352119446,0.3877201974391937,0.2551531493663788,1.284794569015503,0.322543740272522,0.9864507913589478,2.467977523803711
62,0.4749528467655182,0.3217153251171112,1.1351560354232788,0.42735227942466736,0.9834069013595581,0.4682297110557556,0.3150154650211334,1.1466469764709473,0.4618799686431885,0.9746130108833313,4.999999873689376e-05,2.2818028926849365,0.4490180015563965,0.3016252815723419,1.181178092956543,0.4701594412326813,0.9738402366638184,0.3885205388069153,0.2558133006095886,1.2828316688537598,0.323334276676178,0.9864456057548523,2.4640097618103027
